PID,Name,Position,Height,Weight,Age,Foot,WeakFootUsage,WeakFootAccuracy,Form,InjuryResistance,Nationality,AttStyle,DefStyle,Aptitudes,进攻意识 Off.Aware,控球 Ball Control,盘带 Dribbling,紧密控球 Tight Poss,短传 Low Pass,高传 Lofted Pass,射门 Finishing,头球 Heading,定位球 Set Piece,弧线 Curl,防守意识 Def.Aware,抢断 Tackling,侵略性 Aggression,防守参与 Def.Engage,GK 扑救意识,GK 接球,GK 反应,GK 倒地扑救,GK 控制范围,速度 Speed,加速 Acceleration,踢球力量 Kick Power,弹跳 Jumping,身体对抗 Phys.,平衡 Balance,体力 Stamina,Skills,AIStyles
8507550,Jojo Vogondy,CF,188,76,28,Right,Rarely,High,Standard,Medium,Guinea,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=0,74,71,70,66,66,58,73,69,61,66,47,45,53,54,40,40,40,40,40,70,70,76,74,75,58,70,Acrobatic Finishing|Chop Turn|Cut Behind & Turn|Double Touch|First-time Shot|Penalty Specialist|Rising Shot|Sombrero,Incisive Run|Long Ranger|Mazing Run
8507601,Gonzalo Serna,DMF,178,73,30,Left,Rarely,Medium,Unwavering,Medium,Mexico,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,66,77,72,70,76,79,70,49,85,77,73,72,66,75,40,40,40,40,40,75,70,79,62,61,65,85,Dipping Shot|Interception|Long Range Shooting|One-touch Pass|Pinpoint Crossing|Rising Shot|Through Passing|Weighted Pass,Early Cross|Long Ball Expert|Long Ranger
8507609,Kirian Nagore,CF,181,70,27,Right,Rarely,Medium,Inconsistent,Medium,Mexico,Dummy Runner,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,73,70,65,68,62,57,75,66,58,61,44,48,47,55,40,40,40,40,40,71,73,70,75,63,73,73,Chip Shot Control|Cut Behind & Turn|Double Touch|First-time Shot|Heel Trick,
8507627,Iker Lusarreta,CF,177,76,29,Right,Rarely,Medium,Unwavering,Medium,Mexico,Goal Poacher,Basic,RMF=2|AMF=0|CB=0|CF=2|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,76,72,73,65,62,61,77,68,65,60,44,48,53,56,40,40,40,40,40,78,81,75,72,75,60,75,Acrobatic Finishing|Chip Shot Control|First-time Shot|Gamesmanship|Heel Trick|Penalty Specialist|Scissors Feint,Long Ranger|Mazing Run|Speeding Bullet
8507653,Lolo Belaustegui,LWF,173,77,29,Right,Rarely,Medium,Unwavering,Medium,Mexico,Prolific Winger,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=0,70,75,82,77,70,71,74,57,70,70,50,50,54,52,40,40,40,40,40,75,79,73,58,63,77,73,Captaincy|Cut Behind & Turn|First-time Shot|Long-Range Curler|Outside Curler|Scotch Move|Sole Control|Through Passing,Incisive Run|Long Ranger|Mazing Run
8507662,Nicolas Oudoreado,RMF,182,74,29,Right,Occasionally,Medium,Standard,Medium,Mexico,Roaming Flank,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=2,68,72,73,65,68,72,66,56,58,66,57,63,61,70,40,40,40,40,40,75,75,66,63,60,66,73,Outside Curler|Sole Control,Incisive Run|Speeding Bullet
8507667,Jacobo Labaka,LB,175,75,30,Left,Almost Never,Medium,Standard,Medium,Mexico,Defensive Full-back,Basic,RMF=0|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=2|CMF=0,59,67,67,70,68,67,57,62,58,64,67,72,75,73,40,40,40,40,40,75,78,66,65,63,74,81,Interception|Long Throw,Early Cross
8507692,Fausto Basavibaso,CB,195,87,29,Right,Rarely,Medium,Standard,Medium,Mexico,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,51,66,59,70,66,70,50,76,51,62,75,76,73,72,40,40,40,40,40,70,63,68,71,74,52,70,Acrobatic Clearance|Aerial Superiority|Captaincy|Heading|Weighted Pass,Long Ball Expert|Long Ranger
8507765,Deng Gangli,DMF,178,75,29,Right,Rarely,Medium,Standard,Medium,China PR,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=2|RWF=0|SS=0|LB=0|CMF=1,57,67,64,60,69,70,56,70,57,65,70,73,72,70,40,40,40,40,40,67,72,67,80,67,70,72,,
8507819,Qiu Wuhan,LB,184,75,31,Left,Almost Never,Medium,Standard,Medium,China PR,Attacking Full-back,Basic,RMF=2|AMF=0|CB=1|CF=0|LMF=2|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,59,67,66,70,68,68,56,64,64,62,64,65,68,67,40,40,40,40,40,74,76,71,71,65,73,76,Aerial Superiority,Early Cross|Long Ball Expert
8508085,Anaclet Haignere,CF,190,78,30,Right,Rarely,High,Standard,Medium,Senegal,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=1|LWF=1|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,73,65,65,58,61,54,73,72,60,58,52,50,62,63,40,40,40,40,40,77,66,76,73,77,58,68,First-time Shot|Heading|Rising Shot|Super-sub|Track Back,Incisive Run|Long Ranger|Speeding Bullet
8508114,Brigido Azulay,LWF,182,71,32,Right,Regularly,Very High,Standard,Medium,Qatar,Prolific Winger,Basic,RMF=2|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,71,74,78,69,68,73,72,54,72,76,46,48,54,55,40,40,40,40,40,76,78,73,60,54,73,74,Cut Behind & Turn|Double Touch|Gamesmanship|Heel Trick|Long-Range Curler|Outside Curler|Pinpoint Crossing|Rabona|Scissors Feint|Through Passing,Long Ranger|Mazing Run|Speeding Bullet|Trickster
8508123,Jo Salvayre,LMF,177,70,28,Right,Occasionally,High,Standard,High,Mali,Hole Player,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=0|LB=1|CMF=0,68,72,80,74,63,65,64,55,58,62,51,53,48,60,40,40,40,40,40,82,89,70,70,57,81,69,Acrobatic Finishing|Cut Behind & Turn|Dipping Shot|Gamesmanship|Heel Trick|Long Range Shooting|Long-Range Curler|Scissors Feint|Super-sub,Incisive Run|Speeding Bullet
8508167,Splinter Martens,AMF,173,69,27,Left,Rarely,High,Standard,Medium,Suriname,Creative Playmaker,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=1,71,75,71,75,70,68,69,61,68,66,53,57,64,54,40,40,40,40,40,69,74,65,63,58,73,67,Cut Behind & Turn|Scotch Move|Weighted Pass,Incisive Run|Mazing Run
8508175,Pierre A. de Momigny,LWF,178,68,28,Right,Rarely,High,Standard,Medium,Burkina Faso,Prolific Winger,Basic,RMF=0|AMF=0|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,65,67,71,69,64,60,64,53,60,59,48,50,55,56,40,40,40,40,40,78,79,67,68,60,67,65,Acrobatic Finishing|Chop Turn|Cut Behind & Turn|First-time Shot|Gamesmanship|Heel Trick|Sombrero,Incisive Run|Mazing Run|Speeding Bullet|Trickster
8508181,Ivo Stipančić,RB,187,78,31,Right,Rarely,Medium,Standard,Medium,Kosovo,Attacking Full-back,Basic,RMF=2|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=1|CMF=0,65,70,66,68,72,74,62,68,58,66,68,71,72,74,40,40,40,40,40,75,73,66,69,73,66,79,Long Throw|Pinpoint Crossing|Sole Control|Through Passing,Early Cross
8508214,Trent Courage,AMF,179,68,27,Right,Occasionally,High,Standard,Medium,Albania,Hole Player,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=1,70,76,74,67,74,73,64,54,69,72,54,57,66,58,40,40,40,40,40,72,75,73,62,60,69,73,Cut Behind & Turn|Dipping Shot|Long Range Shooting|Long-Range Curler|One-touch Pass|Pinpoint Crossing|Sole Control|Through Passing,Early Cross|Long Ranger|Mazing Run|Speeding Bullet
8508235,Oscar Feliu,LB,181,77,31,Left,Rarely,High,Inconsistent,Low,Philippines,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,63,61,66,55,64,64,51,59,52,57,63,65,69,66,40,40,40,40,40,79,75,65,64,58,62,75,Acrobatic Clearance|Fighting Spirit|Sliding Tackle,Early Cross|Speeding Bullet
8508301,Vanko Simunović,RWF,181,70,27,Left,Almost Never,Medium,Inconsistent,Medium,Kosovo,Prolific Winger,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=0|LWF=1|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,70,76,81,78,71,69,66,53,67,73,50,48,54,53,40,40,40,40,40,77,83,73,61,60,77,71,Cut Behind & Turn|Dipping Shot|Double Touch|Gamesmanship|Long Range Shooting|Long-Range Curler|Outside Curler|Sole Control|Through Passing,Incisive Run|Long Ranger|Mazing Run|Trickster
8508322,Clint Mogridge,CMF,178,73,29,Left,Almost Never,Medium,Standard,Medium,Zambia,Hole Player,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,67,72,70,66,72,69,68,62,62,66,56,58,63,54,40,40,40,40,40,72,75,74,63,64,71,77,Cut Behind & Turn|Fighting Spirit|Long Range Shooting,Long Ranger|Mazing Run
8508446,Fabian Wetherall,LWF,178,73,28,Right,Occasionally,High,Standard,Low,Wales,Roaming Flank,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=2|LWF=2|RB=0|DMF=0|RWF=0|SS=2|LB=0|CMF=0,69,68,72,67,65,68,71,66,70,73,49,53,68,64,40,40,40,40,40,74,77,73,67,62,76,71,Acrobatic Finishing|Cut Behind & Turn|Heading|Long-Range Curler|Scissors Feint|Sole Control|Through Passing,Incisive Run|Mazing Run
8508455,Jon Catala,AMF,176,67,27,Left,Rarely,Medium,Standard,Medium,Chile,Creative Playmaker,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=1,70,71,70,69,73,70,67,61,61,64,59,60,64,54,40,40,40,40,40,68,69,70,64,64,67,68,Long-Range Curler|Through Passing,Incisive Run|Long Ranger
8508845,Rubens Medem,LB,177,72,29,Left,Rarely,Medium,Unwavering,Medium,Colombia,Attacking Full-back,Basic,RMF=0|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=2|CMF=0,67,66,73,63,64,67,69,66,60,66,67,73,74,69,40,40,40,40,40,80,81,69,70,74,67,76,Acrobatic Clearance|Double Touch|Flip Flap|Interception|Long Throw|Low Lofted Pass|Rising Shot|Sliding Tackle,Early Cross|Mazing Run|Speeding Bullet
8508937,Filipe Betencourt,GK,195,85,28,Right,Rarely,Medium,Standard,Medium,Brazil,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,51,42,41,57,59,40,42,50,44,48,47,45,60,70,66,70,66,73,54,53,67,63,76,50,54,,
8508941,David Assuncão,RB,173,66,28,Right,Rarely,Medium,Inconsistent,Medium,Brazil,Attacking Full-back,Basic,RMF=1|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,67,72,73,77,70,76,54,61,56,73,65,64,68,62,40,40,40,40,40,74,76,70,69,62,67,75,Interception|Pinpoint Crossing|Sliding Tackle,
8508962,Tihomir Babović,CF,185,84,28,Right,Rarely,High,Standard,Medium,Bosnia and Herzegovina,Fox in the Box,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=0,78,73,66,68,67,59,76,71,63,60,46,44,67,56,40,40,40,40,40,71,62,79,75,78,63,76,Acrobatic Finishing|Fighting Spirit|First-time Shot|Heel Trick|Long Range Shooting|Rising Shot|Super-sub|Track Back,Long Ranger
8508986,Montague Elwes,LB,181,68,27,Left,Rarely,Low,Standard,Low,Wales,Attacking Full-back,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=2|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,62,68,70,65,68,71,58,61,69,72,66,68,67,71,40,40,40,40,40,77,74,71,65,64,66,69,Blocker|Long Throw|Pinpoint Crossing,Early Cross
8509060,Eliphalet Henman,CMF,183,70,28,Right,Rarely,Medium,Standard,Medium,Nigeria,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,64,73,70,73,73,70,62,60,57,59,62,70,78,75,40,40,40,40,40,77,73,67,73,71,70,81,First-time Shot|Interception|Long Throw|Man Marking|One-touch Pass,Mazing Run
8509206,Granville Coe,RWF,175,72,32,Right,Occasionally,High,Unwavering,Medium,Georgia,Roaming Flank,Basic,RMF=2|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=0|LB=0|CMF=0,67,73,75,68,70,73,67,59,69,76,53,50,57,60,40,40,40,40,40,82,75,72,57,55,74,75,Chip Shot Control|Cut Behind & Turn|Dipping Shot|First-time Shot|Long Range Shooting|Long-Range Curler|Marseille Turn|Outside Curler|Sole Control|Through Passing,Incisive Run|Long Ranger|Mazing Run|Speeding Bullet
8509327,Myles Stark,CF,182,74,30,Right,Occasionally,High,Standard,Low,Liberia,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=1|LWF=1|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,72,67,67,72,62,56,72,64,52,62,50,52,65,54,40,40,40,40,40,68,73,70,60,69,62,76,First-time Shot|Penalty Specialist,
8509383,Salva Mayo,CB,184,72,33,Right,Rarely,Medium,Standard,Medium,Philippines,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,52,59,56,52,63,68,47,65,58,59,70,69,65,66,40,40,40,40,40,64,61,65,61,67,58,72,Aerial Superiority|Interception,
8509450,Xerxes Yarmohammadi,AMF,176,75,33,Right,Occasionally,High,Standard,Medium,IR Iran,Hole Player,Basic,RMF=1|AMF=2|CB=0|CF=2|LMF=1|LWF=1|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=2,68,73,74,70,74,72,69,57,70,75,51,54,60,58,40,40,40,40,40,72,72,73,63,67,77,77,Chop Turn|Dipping Shot|Gamesmanship|Sole Control|Track Back,Incisive Run|Long Ranger|Mazing Run|Trickster
8509531,Jackie Marjoram,RB,180,72,28,Right,Rarely,Medium,Standard,Medium,Iceland,Attacking Full-back,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=1|CMF=0,62,69,67,65,71,68,54,62,55,66,63,68,66,70,40,40,40,40,40,76,74,65,72,63,73,77,Blocker,Early Cross
8509535,Dob Ouseley,LWF,177,75,27,Right,Rarely,High,Standard,Medium,Iceland,Prolific Winger,Basic,RMF=1|AMF=2|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=1,67,72,73,71,69,66,68,63,61,71,52,53,62,59,40,40,40,40,40,77,73,72,61,64,67,70,First-time Shot|Heel Trick|One-touch Pass|Scotch Move,Incisive Run|Mazing Run
8509603,Camile Gonthier,CB,186,75,28,Right,Rarely,Low,Standard,High,Mali,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=2|RWF=0|SS=0|LB=0|CMF=1,55,63,58,60,67,68,50,72,51,53,73,73,73,71,40,40,40,40,40,69,68,61,72,74,62,71,Acrobatic Clearance|Interception|Man Marking,
8509628,Anatoli Gauk,LWF,176,66,28,Right,Almost Never,High,Unwavering,High,Azerbaijan,Creative Playmaker,Basic,RMF=2|AMF=2|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=1,68,72,73,67,63,68,69,62,72,70,52,56,68,60,40,40,40,40,40,68,75,65,62,55,74,78,Acrobatic Finishing|Long Range Shooting|Long-Range Curler|Penalty Specialist|Pinpoint Crossing|Rising Shot|Sombrero,Incisive Run|Long Ranger|Speeding Bullet
8509648,Razija Backović,DMF,179,71,29,Right,Rarely,Medium,Unwavering,High,Bosnia and Herzegovina,Anchor Man,Anchor Man,RMF=1|AMF=1|CB=0|CF=0|LMF=2|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=1,63,76,74,73,79,76,61,63,67,69,70,63,72,66,40,40,40,40,40,68,68,75,65,67,72,77,Captaincy|Cut Behind & Turn|Dipping Shot|Heel Trick|Interception|Long Range Shooting|Long-Range Curler|One-touch Pass|Sole Control|Through Passing,Long Ranger|Mazing Run|Trickster
8509720,Andre Zečić,CF,194,92,32,Left,Rarely,High,Unwavering,High,Kosovo,Target Man,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,80,71,65,61,66,58,79,86,66,55,49,53,68,62,40,40,40,40,40,64,54,79,75,88,61,76,Acrobatic Finishing|Aerial Superiority|First-time Shot|Gamesmanship|Heading|One-touch Pass|Penalty Specialist|Track Back,
8509814,Zak England,AMF,176,68,30,Right,Occasionally,High,Standard,Medium,United States,Creative Playmaker,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=1|LWF=1|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=1,66,72,74,73,75,69,63,52,71,77,56,49,50,58,40,40,40,40,40,74,78,73,59,57,78,65,Double Touch|Long-Range Curler|One-touch Pass|Outside Curler|Sole Control|Through Passing,Long Ranger|Mazing Run|Trickster
8509940,Charles N. Houssaye,RMF,175,68,27,Right,Occasionally,High,Standard,Medium,Senegal,Hole Player,Basic,RMF=2|AMF=0|CB=0|CF=2|LMF=2|LWF=2|RB=2|DMF=0|RWF=2|SS=1|LB=0|CMF=0,68,72,75,74,67,65,66,59,57,63,58,64,60,66,40,40,40,40,40,82,84,71,72,62,71,76,Cut Behind & Turn|Double Touch|Flip Flap|Gamesmanship|Heel Trick|Long-Range Curler|Scissors Feint|Through Passing,Incisive Run|Long Ranger|Speeding Bullet|Trickster
8510031,Willis Glitter,GK,198,77,28,Left,Rarely,Medium,Standard,High,Northern Ireland,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,45,43,42,45,54,41,42,45,40,46,40,57,60,68,64,66,62,76,52,53,64,73,64,53,58,GK High Punt|GK Long Throw,
8510118,Luis Boris,RB,182,68,30,Right,Rarely,Medium,Standard,High,Philippines,Attacking Full-back,Basic,RMF=2|AMF=1|CB=0|CF=0|LMF=1|LWF=0|RB=2|DMF=2|RWF=1|SS=1|LB=0|CMF=1,62,67,67,60,65,70,60,58,58,65,63,60,60,62,40,40,40,40,40,76,72,67,64,61,67,72,Double Touch|Interception|Pinpoint Crossing,Early Cross
8510199,Wei Fanglong,CB,180,83,28,Right,Rarely,Medium,Standard,Low,"Hong Kong, China",Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,51,58,57,62,62,65,50,67,49,54,71,67,73,70,40,40,40,40,40,65,69,65,75,72,60,76,Heading,Long Ball Expert
8510648,Lavrenti Arakcheyev,AMF,176,69,28,Left,Rarely,High,Standard,High,Russia,Hole Player,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=1|RWF=2|SS=1|LB=0|CMF=2,65,77,74,78,81,75,65,62,74,76,61,69,70,62,40,40,40,40,40,70,75,77,66,61,71,76,Cut Behind & Turn|Double Touch|Gamesmanship|Heel Trick|Low Lofted Pass|One-touch Pass|Rising Shot|Sole Control|Through Passing|Weighted Pass,Early Cross|Incisive Run|Mazing Run
8510665,Alfie Mansfield,CB,187,77,30,Left,Rarely,Medium,Unwavering,High,Georgia,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=1|CMF=0,43,61,56,59,57,62,50,70,52,56,73,74,76,78,40,40,40,40,40,65,58,68,73,77,55,72,Fighting Spirit|Heading|Interception|Man Marking|Sliding Tackle,Long Ball Expert
8510674,Solomon Prosteva,DMF,181,72,30,Right,Occasionally,Very High,Unwavering,Medium,Russia,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=1,62,70,64,66,71,70,56,75,59,63,74,76,81,73,40,40,40,40,40,74,73,76,77,71,63,76,Acrobatic Clearance|Acrobatic Finishing|Captaincy|Fighting Spirit|Interception|Sliding Tackle|Through Passing,Long Ranger
8510736,Victor Volchkova,GK,192,82,27,Right,Rarely,Medium,Standard,Medium,Russia,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,55,51,49,56,58,40,50,55,49,49,51,55,63,77,72,79,74,76,57,53,75,76,73,62,55,GK Long Throw|GK Penalty Saver,
8510774,Boris Khrenikov,RB,181,69,27,Right,Almost Never,High,Standard,Medium,Russia,Full-back Finisher,Basic,RMF=1|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=1|CMF=0,60,67,63,66,70,69,58,64,66,65,65,71,64,62,40,40,40,40,40,77,74,69,63,66,70,74,Acrobatic Clearance|Captaincy|Interception|Long Throw|Penalty Specialist|Pinpoint Crossing|Rising Shot|Sliding Tackle|Sole Control,Early Cross|Long Ball Expert
8510893,Agnaldo Peruchi,CB,190,91,25,Right,Rarely,Medium,Standard,Low,Cabo Verde,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,48,68,56,58,66,62,45,78,52,53,75,77,73,72,40,40,40,40,40,66,60,63,75,83,60,73,Aerial Superiority|Blocker|Heading|Man Marking,
8510946,Devoss Hendriks,CB,186,78,28,Right,Rarely,Medium,Standard,Medium,Curaçao,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,53,57,55,62,60,62,52,68,65,60,70,73,75,68,40,40,40,40,40,64,68,70,65,75,58,74,Acrobatic Clearance|Aerial Superiority|Heading|Interception|Penalty Specialist,Long Ranger
8510957,Xenres Dowlatabadi,LWF,166,61,28,Right,Rarely,Medium,Inconsistent,Medium,IR Iran,Prolific Winger,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,68,75,75,74,71,67,68,52,65,68,49,54,62,58,40,40,40,40,40,72,74,64,62,57,80,65,Cut Behind & Turn|Double Touch|First-time Shot|Flip Flap|Gamesmanship|Heel Trick|Long-Range Curler|Scotch Move|Sole Control|Through Passing,Mazing Run|Trickster
8510959,Hiram Faraday,CB,193,86,35,Right,Rarely,Medium,Unwavering,Medium,Georgia,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=0,52,58,53,49,60,64,52,78,49,56,74,72,69,70,40,40,40,40,40,61,56,63,66,80,55,66,Aerial Superiority|Captaincy|Heading|Interception|Penalty Specialist,Long Ball Expert
8510969,Sattar Bashir,CMF,175,69,28,Left,Rarely,Medium,Standard,Medium,United Arab Emirates,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,63,73,66,67,73,74,65,61,68,71,58,61,62,58,40,40,40,40,40,69,71,72,68,65,67,75,First-time Shot|Interception|One-touch Pass,
8510984,Sina Ikrimah,CB,178,62,28,Right,Rarely,Medium,Standard,Medium,United Arab Emirates,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,50,60,55,54,60,64,46,68,52,61,72,72,75,69,40,40,40,40,40,68,68,62,69,67,59,70,Acrobatic Clearance|Heading,
8511014,Rahim Marwan,LWF,177,66,26,Right,Rarely,Medium,Standard,Medium,United Arab Emirates,Prolific Winger,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=1,70,68,73,68,67,69,68,62,65,70,42,45,54,47,40,40,40,40,40,77,79,68,63,59,71,73,First-time Shot|Gamesmanship|Rising Shot,Incisive Run|Speeding Bullet
8511042,Barak Abdur Rab,CMF,192,73,32,Right,Rarely,High,Inconsistent,High,Saudi Arabia,Box-to-Box,Box-to-Box,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,63,72,61,66,74,68,60,58,68,72,65,69,71,67,40,40,40,40,40,67,72,70,67,74,57,79,Aerial Superiority|Interception|Rising Shot|Sliding Tackle|Through Passing,Long Ball Expert|Long Ranger
8511081,Gennadi Berezhko,CMF,180,74,27,Right,Rarely,Medium,Standard,Medium,Uzbekistan,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,61,70,66,67,74,74,60,61,58,63,63,66,65,71,40,40,40,40,40,72,68,69,71,66,62,80,Fighting Spirit|Long Range Shooting|Man Marking|Rising Shot,Long Ball Expert|Long Ranger
8511087,Azret Konchalovsky,CB,185,74,34,Right,Rarely,Medium,Unwavering,Medium,Uzbekistan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=0,53,57,55,55,61,63,50,73,53,58,70,73,75,73,40,40,40,40,40,61,62,67,71,74,63,66,Aerial Superiority|Blocker|Captaincy|Interception|Man Marking,Long Ball Expert
8511110,Mojtaba Faisal,LB,175,67,30,Left,Rarely,Medium,Standard,Low,Qatar,Attacking Full-back,Basic,RMF=0|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,61,71,65,62,69,73,57,62,62,67,63,66,72,65,40,40,40,40,40,77,75,70,67,63,70,80,Fighting Spirit|Interception|Pinpoint Crossing,Early Cross
